https://www.youtube.com/watch?v=hgcLcj0k4I4,How KSI Went From YouTuber To Chart-Topper | KSI: The Come Up | MTV UK,MTV UK,64 views
https://www.youtube.com/watch?v=Z8182evxxoY,🔴 #LIVE Khutba-E-Jumma | Maulana Tehkik Hussain Rizvi | 17/12/2021 | K.S.I. JAMA MASJID,Hidayat Bhavnagar,279 views
https://www.youtube.com/watch?v=tGWsrY_UArg,How KSI is when he's drunk,World of Sidemen,36 views
https://www.youtube.com/watch?v=jlrJ-PgxyN4,KSI Reactions,Gigachad,1 view
https://www.youtube.com/watch?v=TkNX9L7snjg,KSI Caught COVID & its BAD! - Jake Paul vs The World! - Danny Duncan Alleged Victim #4 !,DramaAlert,265K views
